"","X","original_title","original_language","adult","budget","backdrop_path","homepage","id","imdb_id","popularity","poster_path","release_date","revenue","runtime","status","tagline","title","video","vote_average","vote_count","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","review_count","keywords","cast_size","crew_size","director"
"5920",5920,"Eureka!!","pt","False",1,"","",681598,"",0.6,"/jVa2ADFdAQ2eXvJ2uk9IPQwYTYU.jpg","2017-05-24",0,0,"Released","","Eureka!!","False",10,1,"Adventure,Science Fiction,","","","pt,","BR,",0,"maçã,",5,3,"Paulo Barretto,"
"5921",5921,"Socialless","pt","False",1,"","",681597,"",0.6,"/nMkCMjVto3hWKHoWQwVqddcqOYg.jpg","2017-05-24",0,0,"Released","","Socialless","False",10,1,"Documentary,","","","pt,","",0,"",1,4,"Paulo Barretto,"
"5922",5922,"Santa Clarinha Diet","pt","False",5,"","",681590,"",0.6,"/aHPPKjmTIuAyq0xVAST4lQjIgdY.jpg","2017-04-19",0,0,"Released","","Santa Clarinha Diet","False",0,0,"Comedy,","","","pt,","BR,",0,"",3,5,"Paulo Barretto,"
"5932",5932,"My Dad Matthew","en","False",5000,"","https://www.wildasperagusproductions.com/",679970,"tt8200030",0.6,"/2TMh3kyyT0Bw6yqZWXDlPlAgsQr.jpg","2017-02-02",0,6,"Released","","My Dad Matthew","False",0,0,"Documentary,","","","","",0,"",2,4,"John Schaffer,"
"5933",5933,"Aurora","es","False",3000,"","https://aurorashortfilm.jimdosite.com/",679767,"tt8948048",0.6,"/2ql80bHhNAZ7Jxo03GxbhOTgnkz.jpg","2017-03-26",0,5,"Released","Aurora","Aurora","False",8,1,"Drama,","New York Film Academy,UDCI FILM SCHOOL,","","es,","",0,"",5,3,"Josué R,"
"5966",5966,"The Novice","en","False",50,"","",670300,"tt6856570",0.6,"","2017-05-09",0,5,"Released","","The Novice","False",0,0,"Comedy,","","","en,","US,",0,"short,",2,10,"Nathan Schiele,"
"5971",5971,"Llanganati","es","False",100000,"","",668327,"tt11088390",0.6,"/s6P98WSZ9DtX9BT7rtO6DoZzvFw.jpg","2017-04-19",0,65,"Released","","Llanganati","False",0,0,"Documentary,Adventure,","Cabezahueca Producciones,","","es,","EC,",0,"treasure hunt,incan empire,andes mountains,",1,11,"Jorge Juan Anhalzer,"
"6010",6010,"The Boundary","en","False",20000,""," ",660702,"tt6095714",0.6,"/lroodbQVq5ikD6GjM7M9tnNUPIu.jpg","2017-02-15",0,47,"Released","Doubts about reality lead to one man's journey to the edge of the universe.","The Boundary","False",4.3,4,"Drama,Adventure,Romance,Science Fiction,","","","en,","",0,"",3,3,"Evan Hara,"
"6016",6016,"I’m Trying To Impress You","en","False",2000,"/yRQfpv8362BVLWI28NLXfUm3D7W.jpg","http://www.imtryingtoimpressyou.com",659960,"tt5069022",0.6,"","2017-04-07",20000,105,"Released","","I’m Trying To Impress You","False",0,0,"Romance,Comedy,","Valentine Street Productions,Snack Crackers Productions,","","en,","US,",0,"romantic comedy,independent film,los angeles, california,black and white,mumblecore,diy,microbudget,rom com,",8,2,"Taylor Phillips,"
"6023",6023,"Queen Anne's Lace","en","False",40000,"","",657118,"tt5086336",0.6,"","2017-03-04",0,73,"Released","","Queen Anne's Lace","False",0,0,"","","","","",0,"",0,4,"Emilie McDonald,"
"6035",6035,"Apagado","pt","False",1,"","",652664,"",0.6,"/4UbT9oRmVy9OP5qpo6QByvwO1ZR.jpg","2017-02-27",0,0,"Released","","Apagado","False",10,1,"Horror,Action,","","","","BR,",0,"",3,4,"Paulo Barretto,"
"6043",6043,"Crowhaven","en","False",597,"","",651409,"tt7298240",0.6,"","2017-03-12",0,134,"Released","A young investigator must redeem himself by investigating a small town with a dark, haunting past.","Crowhaven","False",0,0,"Thriller,Horror,","Colossal Films,","","en,","US,",0,"mystery man,",1,1,"Ethan Feaster,"
"6046",6046,"Moment of Truth","en","False",2100,"","http://momentoftruthmovie.com/",650075,"tt5355868",0.6,"/dO22q1B4vsuqFXsKARCUncfvf49.jpg","2017-04-26",0,83,"Released","","Moment of Truth","False",0,0,"","","","","",0,"",0,0,"Drew Christie,"
"6086",6086,"Extra Credit","en","False",0,"/zrNjn1uf99vaptSrEIhWBtEOlYD.jpg","",640708,"",0.6,"/sbkbUiyL62GtbcmBJyHuOuaqGW6.jpg","2017-04-07",502,62,"Released","","Extra Credit","False",0,0,"Drama,","","","","",0,"",6,6,"Alec Christensen,"
"6225",6225,"Frettin'","en","False",25000,"","",634059,"tt7831678",0.6,"/imQ09QYPjjvyh86j8MPJnCGU1NR.jpg","2017-03-26",0,104,"Released","Two social outcasts help each other to survive off grid, while coming to terms with their ghosts.","Frettin'","False",10,1,"","","","","",0,"",0,0,"Subigya Sunder Shrestha,"
"6237",6237,"نبرد خلیج فارس ۲","fa","False",308000,"","http://www.kosar3d.ir/fa/animation/7/",631535,"tt6975620",0.6,"/kB0ozCwUCphYc19K9BmWR9jQcTd.jpg","2017-02-18",0,89,"Released","","Battle of the Persian Gulf II","False",0,0,"Animation,War,","Fatima Zahra Animation Studios,","","fa,","IR,",0,"",0,3,"Farhad Azima,"
"6243",6243,"Son of Perdition","en","False",4863,"","",629822,"tt5531994",0.6,"/flgJLhe31qGL3AQie9WeOd2d22m.jpg","2017-03-19",0,10,"Released","A life worth killing for.","Son of Perdition","False",0,0,"Thriller,","","","","",0,"",6,1,"Matthew Harrison,"
"6244",6244,"La Sra. Haidi","es","False",1000000,"/a23OJE5QMVX8RVzrSn96Aa0CIwF.jpg","",629380,"",0.6,"/cwrP0xCT9n3ofOOBWutDTXifdu4.jpg","2017-03-15",8468,NA,"Released","","La Sra. Haidi","False",8,1,"Horror,","MR FILM,","","es,","",0,"",4,5,"Matthew Harrison,"
"6249",6249,"Fyret","no","False",500,"","",628152,"tt6246694",0.6,"/kC8L6idyNM9gzW5UiuhbV7VKWen.jpg","2017-05-28",0,20,"Released","","The Lighthouse","False",0,0,"Drama,","Fyrlys film,","","no,","NO,",0,"",3,8,"Silje Helene Smestad,"
"6250",6250,"Hamah","en","False",0,"","",627802,"tt6568410",0.6,"","2017-02-23",8357,65,"Released","","Hamah","False",0,0,"Drama,","","","ar,","",0,"",0,0,"Silje Helene Smestad,"
"6299",6299,"O Taareee","en","False",220000,"","",617888,"tt7132948",0.6,"/4XOdfIbhSIEUGQkpJj7iL0whqoN.jpg","2017-03-03",0,121,"Released","","O Taareee","False",0,0,"Mystery,Thriller,","Mark Entertainment,","","en,gu,","IN,",0,"politics,murder,betrayal,mystery,jelousy,",4,4,"Tapan Vyas,"
"6322",6322,"Mr Prime Minister","en","False",377,"","",613079,"tt6747398",0.6,"","2017-05-12",0,10,"Released","Why are you not ready?","Mr Prime Minister","False",0,0,"Mystery,","Klique Productions,","","","GB,",0,"",3,10,"Dominic Hodge,"
"6323",6323,"The Borer","en","False",188,"/aBv1bXSAPATISJ3h1gHuAqMqlrn.jpg","https://www.kickstarter.com/projects/reddenimproductions/the-borer",612861,"tt6773068",0.6,"","2017-05-10",0,30,"Released","","The Borer","False",0,0,"Thriller,","Red Denim Productions,","","","GB,",0,"",5,13,"Dominic Hodge,"
"6324",6324,"Draugur","en","False",37,"","",612825,"tt6772352",0.6,"/rsrQOYZQSgC9GO7mS3puGZj5jmA.jpg","2017-05-10",0,10,"Released","What happened?","Draugur","False",8,1,"Mystery,","Dead Yeti Productions,","","","GB,",0,"paranormal,tribal,old friends,odd,",5,9,"Robert J. Fraser,"
"6344",6344,"New York Masalı","tr","False",1,"/8oNIHevf432cTCLg5agjP4dtnqS.jpg","",608439,"tt5300754",0.6,"/6ekI5x1qggsoCsZgPVsGIlKbAii.jpg","2017-05-19",500,99,"Released","Fairytale of New York","New York Masalı","False",0,0,"Romance,Comedy,","","","tr,","TR,",0,"",3,1,"Doğan Özmekik,"
"6345",6345,"Hızlı ve Tüplü","en","False",1,"","",608435,"tt5671248",0.6,"/yng2tomLYILQPein2XtppUE6hu8.jpg","2017-05-19",25,90,"Released","FAST & TUBIOUS","Hızlı ve Tüplü","False",0,0,"","","","","",0,"",0,0,"Doğan Özmekik,"
"6354",6354,"Pisadeira","pt","False",55,"","",606921,"tt9659322",0.6,"/2iZvRjIvYHdEgKh9LzdRxvhg4tH.jpg","2017-04-04",0,NA,"Released","","Pisadeira","False",0,0,"Horror,Fantasy,Mystery,","Lógica Filmes,","","pt,","",0,"urban legend,",8,11,"Gabriel Paz,"
"6367",6367,"The Night...","en","False",10,"/gtgcrKE4l1HHhHX0axETP2lHCTk.jpg","https://www.youtube.com/watch?v=RcZ2DzbQzb0",603979,"",0.6,"/a4fxr7ksMKIbzWbOmNa9uWOT4nI.jpg","2017-04-24",0,4,"Released","The Night Me and Your Mama Met","The Night...","False",10,1,"Drama,","","","","US,",0,"depression,somber,",4,4,"Kenneth Patterson,"
"6376",6376,"Untouched","en","False",100,"","",602652,"tt2265651",0.6,"/ibu6Lx9dVsNJ0PTLNYhspGuWg2K.jpg","2017-03-02",0,80,"Released","Under pressure to defend a preacher's daughter accused of murder, a Savannah attorney is forced to face the sin that haunts him.","Untouched","False",0,0,"Drama,Crime,","","","","",0,"",2,1,"Raphael Vieira,"
"6410",6410,"Drop Dead, Gorgeous","en","False",50,"/1kmHTOdH8ssDET05OX4mcxNG9IY.jpg","",598407,"",0.6,"/o5eNjo6K342ftiuUIwnImYiFMvf.jpg","2017-02-14",0,22,"Released","Jesus said, ""Do unto others as you have them do unto you."" The trick is getting to them first.","Drop Dead, Gorgeous","False",10,1,"Crime,Drama,Mystery,Romance,","Chinatown Studios,ME Studios,","","en,","US,",0,"detective,student movie,noir,murder,mystery,student,black and white,monochrome,monochrome noir,",8,5,"Angus Jackson,"
"6474",6474,"Bangalore","en","False",250,"","",592520,"tt5793206",0.6,"/yXfEVDbpElD928bimW6coyzb5xx.jpg","2017-05-27",0,30,"Released","","Bangalore","False",0,0,"","","","en,","",0,"",4,0,"Alfonso Johnson,"
"6480",6480,"Gridlock","en","False",500000,"/5JToW3EtOMCJaDtlfIGLZ1Jru7m.jpg","",591872,"tt5638178",0.6,"/9Vd0JYRH4DR8c9jSQQ2o9NkKIE0.jpg","2017-04-26",0,79,"Released","Steps from freedom, miles to go.","Gridlock","False",7,1,"Drama,","","","en,","US,",0,"",3,1,"Daniel Imperiale,"
"6495",6495,"A Product of Me","en","False",5000,"","",589190,"tt3347374",0.6,"/b3ZNeBXURjMGqmY9pFf3LOEJYX7.jpg","2017-03-23",0,80,"Released","Everybody wants fast cash","A Product of Me","False",0,0,"Drama,","Atlanta Dream Team Productions,Clyde Vision Films,","","en,","US,",1,"friendship,school,poverty,drugs,",21,15,"Jeral Clyde Jr.,"
"6517",6517,"Mons Multes Sommer","en","False",200,"","",584426,"tt7365392",0.6,"","2017-05-30",0,11,"Released","","Mons Multes Sommer","False",0,0,"Action,","","","no,","NO,",0,"",4,3,"Simen Westgaard,"
"6530",6530,"Salad Days","en","False",2500,"/hvJuA4pAXmyyEIW4yutEN7sZ5HU.jpg","",582079,"tt6344678",0.6,"/pHWGxb2r4Yq6ysxPl9nl07eCESo.jpg","2017-04-12",5000,24,"Released","","Salad Days","False",0,0,"Comedy,Drama,Romance,","Sage Stone Productions,","","en,","CA,",0,"high school,kids,summer romance,late coming of age,",6,30,"Nathan Bergs,"
"6568",6568,"Active Shooter","en","False",150000,"","http://www.dhs.gov/active-shooter-preparedness",576819,"tt6659294",0.6,"","2017-04-01",250000,90,"Released","Everything you need for survival.","Active Shooter","False",0,0,"Documentary,Crime,","U.S. Department of Homeland Security,","","en,","US,",0,"",17,9,"Connor Patrick Griffin,"
"6569",6569,"Run, Hide, Fight","en","False",50000,"","http://www.dhs.gov/private-citizen",576817,"tt6684270",0.6,"","2017-05-01",88000,15,"Released","Survival is Personal","Run, Hide, Fight","False",0,0,"Documentary,Crime,","U.S. Department of Homeland Security,","","en,","",0,"survival,active shooter,",4,4,"Connor Patrick Griffin,"
"6615",6615,"Allegra La Ballerina","en","False",200,"","http://www.culturepit.org/",566755,"",0.6,"/qEk5M8wepOo6oQqWVHkX2EhLe3Q.jpg","2017-02-12",0,5,"Released","Just Dance","Allegra La Ballerina","False",10,1,"","","","","",0,"",2,6,"Steven Clarke,"
"6628",6628,"America; I Too","en","False",70865,"/oHudJvqTFC5N2a5kgxvK7F66VFo.jpg","https://www.newday.com/film/america-i-too",565208,"tt6688844",0.6,"","2017-03-06",0,21,"Released","Besides, They'll see how beautiful I am And be ashamed —  I, too, am America.","America; I Too","False",0,0,"Documentary,","","","en,","US,",0,"short,",1,3,"Anike Tourse,"
"6650",6650,"Кэрэл: Көстүбэт кэрэ","ru","False",0,"","",559033,"",0.6,"/2V6WBHhdAb5MuOhMCsOZDVcpc7W.jpg","2017-02-02",140008,NA,"Released","","Кэрэл: Көстүбэт кэрэ","False",1,1,"Romance,","","","ru,","RU,",0,"pop singer,blind man,",11,9,"Valentin Makarov,"
"6653",6653,"Endling","de","False",50000,"/gyDw6dZLWm2P15RWnA9DnXfBGyb.jpg","",558886,"tt6116774",0.6,"/bIo76UvhwZDC1MaYb3ArEbfTanH.jpg","2017-02-25",0,30,"Released","","Endling","False",0,0,"Drama,","Donndorffilm,","","de,","DE,",0,"",3,6,"Alex Schaad,"
"6674",6674,"Ami Je Ke Tomar","bn","False",4,"/6SYR3JfFAaHdpJTxEjvJZliJSAb.jpg","",556179,"tt6975046",0.6,"/cLbye2Kfh6fvObKcMpnX18YzbJu.jpg","2017-05-19",2,136,"Released","Romance","Ami Je Ke Tomar","False",3,1,"Romance,Drama,","SVF Entertainment,","","bn,en,","IN,",0,"",3,1,"Rabi Kinagi,"
"6681",6681,"Oswald","en","False",50,"","http://www.masoncadepacker.com",554894,"tt7406452",0.6,"/3W95tyOQnxjer6NCHIBkZWkhYfh.jpg","2017-05-19",0,11,"Released","Power comes from within.","Oswald","False",0,0,"","","","","NZ,",0,"",2,4,"Mason Cade Packer,"
"6683",6683,"Todo acaba al final del día","es","False",150,"","",554741,"tt6639418",0.6,"/mn7ef1UT0d0AxMvJWTyskFuneEe.jpg","2017-03-10",0,96,"Released","","Todo acaba al final del día","False",8,1,"Drama,Adventure,Action,Thriller,","Menos es Más Producciones,","","es,","ES,",0,"secret,finale,murder,day by day,todo,",9,26,"Juan José Patón,"
"6704",6704,"Sounds of the Summer","en","False",5000,"/6zbNtY1EucHwndH1lRnGmUxJM5g.jpg","",551630,"",0.6,"/qAdCMH8tBmjND4oCEoqBIoDyX8C.jpg","2017-05-26",0,19,"Released","English","Sounds of the Summer","False",0,0,"Documentary,Music,","Mamie Jock Music Group,Travis Houze Photography,","","en,","US,",0,"music,music documentary,",8,4,"Travis Houze,"
"6716",6716,"The Imbalancing Act","en","False",7000,"","",549965,"tt6587930",0.6,"/ermKqPv2u9flG2VBOTCT1xUNXWD.jpg","2017-05-08",0,NA,"Released","","The Imbalancing Act","False",0,0,"Drama,","Envisaging Productions,","","en,","US,",0,"",16,2,"Logan Binstock,"
"6728",6728,"Tin Man","en","False",1500,"","",547463,"tt7107104",0.6,"/qVDTJJEN1CZ1Eeyd2IrH2RMqNWc.jpg","2017-05-02",0,10,"Released","","Tin Man","False",0,0,"Drama,Family,","","","en,","US,",0,"parenthood,",7,5,"Nathan Knox,"
"6729",6729,"Hope in a Box","en","False",2000,"","",547346,"tt6187142",0.6,"/gfstgH71Wi84EjewOB4zgSvC2q2.jpg","2017-04-07",0,9,"Released","","Hope in a Box","False",0,0,"Comedy,","","","","GB,",0,"",2,2,"Mick Dow,"
"6735",6735,"Myth Kill Joke","zh","False",0,"/mZfA434xuz4u7AUew8VRw7KFtSB.jpg","",547013,"tt6571670",0.6,"/f4KsxjCM4laIUFRv2FiVde0SSsi.jpg","2017-05-05",25139,NA,"Released","","Myth Kill Joke","False",0,0,"","","","zh,","",0,"",5,0,"Marlon Albrecht,"
"6743",6743,"Sanduíche Elétrico","pt","False",3,"","",545399,"",0.6,"/jyfqOPc6vVYgEgLV1VgLJS0KWMf.jpg","2017-04-28",0,11,"Released","Be Electrocuted","Electric Sandwich","False",10,1,"Comedy,Action,Science Fiction,","","","xx,","BR,",0,"sandwich,electric,sanduíche,elétrico,espm,",4,3,"Paulo Barretto,"
"6805",6805,"Winter's Watch","en","False",3000,"/iqoIJPK5vWnq2fjIGpZC1a6KsWV.jpg","",537569,"tt6149806",0.6,"/iiJ1zOuORVOjZNcJXTfDryxXcxm.jpg","2017-02-18",0,14,"Released","","Winter's Watch","False",0,0,"Documentary,","","","en,","US,",0,"island,solitude,",1,16,"Brian Bolster,"
"6813",6813,"We're Not Promised Tomorrow","en","False",500,"","https://www.youtube.com/watch?v=fAqcaMC_PiU&t=246s",536539,"",0.6,"","2017-04-21",0,5,"Released","","We're Not Promised Tomorrow","False",0,0,"Documentary,","","","en,","US,",0,"love,success story,moving,religious conviction,",6,3,"Robert Stockstill,"
"6815",6815,"Steamwrecked","en","False",20000,"","",536422,"tt7108168",0.6,"/cX5ts4VLV667ZwYSHYQaRIipZrT.jpg","2017-04-24",0,18,"Released","","Steamwrecked","False",7,1,"Action,Science Fiction,","","","en,","US,",0,"zeppelin,steampunk,desert,steam power,",2,2,"Christopher Matista,"
"6816",6816,"Leroy","en","False",5300,"/kuXF2SB3b2wzSPdUKH7rzdkYikC.jpg","http://www.hazeyjanefilms.com/",536342,"tt6232598",0.6,"/jFbExpRloAeWZL1Yz38g8nqPRxg.jpg","2017-03-01",0,21,"Released","","Leroy","False",10,1,"","Hazey Jane Films,","","en,","GB,",0,"",7,2,"Marley Morrison,"
"6827",6827,"Tres Cuerpos En La Maleta","es","False",152,"","",534511,"tt6572750",0.602,"/ccubfMsk1sRITdZex8Kg0Lq7cPI.jpg","2017-02-22",0,16,"Released","","Three Bodies In The Suitcase","False",0,0,"Action,","","","es,","",0,"",8,6,"Joaquín Campos Astroza,"
"6850",6850,"Splinter","en","False",3,"","",532140,"",0.603,"/4hdqwsD81HkEMBkaYUdtxuSCvbE.jpg","2017-05-10",0,8,"Released","","Splinter","False",0,0,"Fantasy,","","","","",0,"",3,9,"Curtiz Matzke,"
"6862",6862,"Free To Ride: The Documentary","en","False",200,"/5aZVZ7PdysPw6mXYJXtZXlSTfZS.jpg","http://kirwaninstitute.osu.edu/freetoride/",531178,"tt5939406",0.6,"/giEhp8E4tXe184MC1I8u7AdIZ5H.jpg","2017-02-15",0,56,"Released","","Free To Ride: The Documentary","False",10,1,"Documentary,","Kirwan Institute,","","en,","US,",0,"",0,2,"Jamaal Bell,"
"6863",6863,"From Here to Pisces Park","en","False",2,"/oLfAu7ZtGXH20m2Xu8w2RA4mutP.jpg","https://vimeo.com/220165550",531030,"tt7070366",0.883,"/molFaHj3M7gg0JxzOAJDYb3YsAO.jpg","2017-05-07",0,5,"Released","","From Here to Pisces Park","False",7,1,"Animation,","","","en,","",0,"friendship,road trip,independent film,amusement park,young adult,millennials,short,",3,5,"Rebecca Moy,"
"6873",6873,"Local Kung Fu 2","en","False",35000,"","",529415,"tt6899304",0.6,"/dwGg4kQoPRwQ86F0JY2V5XYw1w0.jpg","2017-04-19",0,124,"Released","They Know Fighting, They No Fighting","Local Kung Fu 2","False",0,0,"Action,Comedy,","Kenny DB Films,","","as,","IN,",0,"martial arts,india,doppelgänger,comedy of errors,",9,6,"Kenny Basumatary,"
"6892",6892,"A Man Full of Trouble","en","False",18000,"","",527709,"tt4319278",0.6,"/id2KveKCAgoc6sx47qnltJpwl75.jpg","2017-05-21",0,20,"Released","","A Man Full of Trouble","False",0,0,"Comedy,","","","en,","",0,"",3,2,"Michael Johnston,"
"6913",6913,"Theresa","en","False",1000,"","",526138,"tt7771858",0.6,"/1mdv6WMuckxz5GJ5K2MrdxY4o9N.jpg","2017-04-21",0,17,"Released","","Theresa","False",0,0,"Drama,Documentary,","Shoot The J Productions,","","en,","US,",0,"waitress,strip tease,cam girl,slow cinema,male gaze,",5,6,"Jesse Dampolo,"
"6919",6919,"Cottontail","en","False",500,"","",525640,"tt5297612",0.6,"/rEcc1YybxWTzRLEzIkgORIw7FCZ.jpg","2017-04-16",0,81,"Released","","Cottontail","False",0,0,"","","","","",0,"",0,0,"Andaç Haznedaroğlu,"
"6928",6928,"Vazio","en","False",10,"","https://renatolmlopes06.webnode.com/in-komodo-producoes/",524380,"",0.6,"/oUDxYbxUNVrNdciVeXWdqWN9pwC.jpg","2017-02-10",0,10,"Released","The box holds mysteries","Emptyness","False",6,1,"Drama,","In.Komodo,","","pt,","BR,",0,"",1,3,"Renato Luiz Mendes Lopes,"
"6953",6953,"Caffè Sospeso","it","False",125000,"","",521753,"tt6721132",1.4,"/xOqE6TmUecwMPw81FSAtkIAFSjV.jpg","2017-05-07",78000,69,"Released","In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives.","Coffee for All","False",6.5,4,"Documentary,","39Films,Romana Audiovisual,","","en,es,it,","AR,IT,",0,"coffee,cafe,",3,8,"Fulvio Iannucci,"
"6968",6968,"Dead Ink Archive","en","False",10,"","",520259,"tt4651116",0.6,"/kFR0sbalZ1GCXMvIDeW5ymwx9Wl.jpg","2017-04-06",0,16,"Released","A janitor has a secret he can't reveal until he collects all the scraps of paper from a theater floor. The story of an anonymous man who lives for one day a year. Starring Christopher Meehan and Sheryl Lee.","Dead Ink Archive","False",0,0,"Romance,","","","","",0,"short,",2,1,"David Schendel,"
"7042",7042,"Acha Acha Cucaracha: Cucaño Ataca Otra Vez","en","False",40000,"","",514713,"tt6977650",0.602,"/eKOgOBjIuxDnmK8MsbrNWeCXwlc.jpg","2017-04-20",0,75,"Released","","Acha Acha Cucaracha: Cucaño Strikes Again","False",0,0,"Documentary,","","","es,","AR,",0,"",0,1,"Mario Piazza,"
"7051",7051,"Cause You'll Always Be My Baby","en","False",300,"","",514164,"",0.6,"","2017-05-30",0,1,"Released","a lukas kinep film","Cause You'll Always Be My Baby","False",0,0,"","","","","",0,"",1,1,"Sebastian Pinke,"
"7052",7052,"Crying","en","False",300,"","",514158,"",0.6,"","2017-05-31",0,2,"Released","a lukas kinep film","Crying","False",0,0,"","","","fr,","",0,"",1,1,"Sebastian Pinke,"
"7117",7117,"Token","en","False",16,"","",508746,"tt6857414",0.6,"/een4EBG7Z7M2ceMNkwehr9F1krk.jpg","2017-04-29",0,6,"Released","","Token","False",0,0,"Drama,","","","en,","US,",0,"teacher,school,racism,",2,4,"Tara Olayeye,"
"7123",7123,"Wayfarers","en","False",50,"","http://www.garrettelmer.com/shortfilms/",508385,"",0.853,"/j1pI16yAIeI2Rn9yLuwUXvUPzEQ.jpg","2017-05-26",0,6,"Released","“Dude, you’re not getting what I’m saying. It’s...weird.”","Wayfarers","False",0,0,"","","","en,","",0,"",0,1,"Garrett Elmer,"
"7148",7148,"Bartholomew","en","False",39000,"","",506160,"tt6777642",0.6,"/oWISOioND4TqA9bxUG61Ty9AGPg.jpg","2017-05-27",0,20,"Released","","Bartholomew","False",0,0,"Comedy,","","","en,","CA,",0,"teen dating,",5,5,"Elizabeth Becker,"
"7163",7163,"Death Ballad","en","False",100,"","",504875,"tt6780440",0.6,"","2017-04-12",0,NA,"Released","","Death Ballad","False",0,0,"","","","","",0,"",5,0,"Ing K.,"
"7180",7180,"آذر","fa","False",10000,"/wQqQyt2mUR8w5S2OWB9sQ6rENI3.jpg","",503115,"tt6209534",0.6,"/lMi1xEmdjBfOb4myeCjiOsrC7WN.jpg","2017-02-01",10000,93,"Released","","Azar","False",4.3,4,"Drama,","","","fa,","IR,",0,"",10,5,"Mohammad Hamzei,"
"7182",7182,"A False Sense of Bravado","en","False",70,"","https://vimeo.com/218676339",502546,"tt7932362",0.633,"/9F0VrvTjoP8D1Xi8NcCq09NZWQ5.jpg","2017-05-23",0,1,"Released","","A False Sense of Bravado","False",2,1,"Drama,","","","en,","GB,",0,"fear,preparation,dressing,",1,6,"Zak Chouay,"
"7210",7210,"about them.","en","False",250,"/or09EjaTcLnK9iUnKadNSKYjmnS.jpg","",500362,"tt6658440",0.6,"/mYA29YFWUzwHyWr2c4Q7VAsSdLi.jpg","2017-02-14",0,19,"Released","Everyone has baggage. What if your baggage is sitting on the couch next to you?","about them.","False",10,1,"","","","","US,",0,"",4,7,"Justin Boswick,"
"7224",7224,"Los débiles","es","False",133000,"","",499549,"tt6822106",0.6,"/kzwORgakAmWyM9QwrDvAGLAEjTv.jpg","2017-03-06",0,65,"Released","","The Weak Ones","False",5.7,3,"Crime,Drama,","","","es,","MX,",0,"mexico,gang,violence,pick up,cartel,",8,12,"Eduardo Giralt Brun,"
"7249",7249,"My Clown","en","False",271,"","",497205,"tt7724600",0.6,"/geUBZq6Xaz4L8ptiPr5rbeki8Z3.jpg","2017-03-24",0,5,"Released","","My Clown","False",0,0,"Romance,Comedy,Drama,","","","","",0,"",0,2,"Antonio Sequeira,"
"7277",7277,"Far From The Tree","en","False",25000,"","",494808,"tt6022842",0.633,"/3kCtKM8UUYHaoY6dVhH4hPoAXm5.jpg","2017-04-30",0,17,"Released","","Far From The Tree","False",10,1,"Drama,","WOW Films,","","en,","US,",0,"short,",6,0,"Ali Kalthami,"
"7280",7280,"Herbalist Doctor Detective","en","False",250000,"/mSlBFYZbcsW4KfF6888vvIKLDg1.jpg","https://movie.douban.com/subject/27003533/",494341,"tt7249494",0.6,"/zrxWNt9ekcM8fhcMFgu1A5KEa1B.jpg","2017-05-25",0,NA,"Released","","Herbalist Doctor Detective","False",0,0,"Romance,Comedy,","","","","CN,",0,"",0,0,"arc,"
"7288",7288,"Epilogue","en","False",2000,"","",493693,"tt7451878",0.6,"/3Rg7qwN2NCMSZjwiZT2ls7fFHUw.jpg","2017-05-08",0,71,"Released","","Epilogue","False",0,0,"","","","en,","US,",0,"",2,6,"Aaron Bartuska,"
"7319",7319,"Posto","bn","False",1000000,"/6YiPQUjXtW7J3eiKwrgNVAQgbcW.jpg","https://in.bookmyshow.com/movies/posto/ET00049362",490229,"tt6789386",0.6,"/bpoO58EhmcClPuLXVW8SI5MYYv8.jpg","2017-05-12",0,150,"Released","","Posto","False",8.3,4,"Drama,Family,","Windows Production House,","","bn,","IN,",0,"woman director,",5,12,"Nandita Roy,"
"7356",7356,"Happy Breakup","en","False",700,"/1Mk6nngubC5d64dWqxvRUMFQn1a.jpg","",488214,"tt7284022",0.6,"/ab50xD7lvuIp0ePqSbYo8TkKZAC.jpg","2017-05-17",0,94,"Released","","Happy Breakup","False",0,0,"Romance,","","","","PH,",0,"",9,2,"Roe Pajemna,"
"7459",7459,"Madhouse Mitchel","en","False",150,"/9DRM1AE3GsaYVYl29uNY5ZRryCW.jpg","http://mutantfishproductions.com/index.htm",480015,"tt6987982",0.6,"/6ocdKNdzkuvQvpq5UQlBBwp4Hbu.jpg","2017-04-20",0,14,"Released","","Madhouse Mitchel","False",0,0,"Animation,Horror,","Mutant Fish Productions,","","en,","US,",0,"corruption,experimental,avant-garde,mental illness,existentialism,trepanation,grotesque,industrial,",0,4,"Aaron Dylan Kearns,"
"7467",7467,"Penny Slinger: Out of the Shadows","en","False",10622,"","",479238,"tt6875836",0.6,"/oY0TYY9KS7sY0jwHL9UlXUE2Z9I.jpg","2017-03-04",0,98,"Released","","Penny Slinger: Out of the Shadows","False",0,0,"Documentary,","","","en,","",0,"",0,1,"Richard Kovitch,"
"7521",7521,"JDF16","en","False",100000,"","",474865,"tt6816008",0.6,"/tiDGcyRCVru9r0E7r9llr28cka7.jpg","2017-04-12",0,51,"Released","Life and death of a prodigy baseball player","JDF16","False",0,0,"Documentary,","","","en,es,","",0,"",0,14,"Laura Prieto Uribe,"
